,module_id,gene_id,gene_name,seqid,strand,lsv_id,event_id,complex,module_event_combination,denovo,junction_name,junctions_coords,event_non_changing,event_changing,junction_changing,refPSI,KDSoma_median_psi,deltaPSI,prob,padjust,event,abs(deltaPSI)
324,ENSG00000254995.4_3,ENSG00000254995.4,STX16-NPEPL1,chr20,+,ENSG00000254995.4:s:58694422-58694592,ENSG00000254995.4_3_pALE_1,TRUE,ir^2|putative_ale^2,TRUE,Proximal,chr20:58694592-58694812,FALSE,TRUE,TRUE,0.001,0.248,0.224,1,0,AFE/ALE,0.224
325,ENSG00000255052.5_1,ENSG00000255052.5,FAM66D,chr8,+,ENSG00000255052.5:s:12121987-12122160,ENSG00000255052.5_1_CE_1,TRUE,cassette^1|alt5^2|ale^6|multi_exon_spanning^2,TRUE,C1_A,chr8:12122050-12144740,FALSE,FALSE,TRUE,0.021,0.594,0.584,1,0,cassette,0.584
326,ENSG00000255073.8_3,ENSG00000255073.8,ZFP91-CNTF,chr11,+,ENSG00000255073.8:s:58616716-58616815,ENSG00000255073.8_3_CE_1,FALSE,cassette^1,TRUE,C1_A,chr11:58616815-58616993,FALSE,FALSE,TRUE,0.001,0.21,0.19,1,0,cassette,0.19
327,ENSG00000259410.5_1,ENSG00000259410.5,ENSG00000259410,chr15,+,ENSG00000259410.5:s:na-67840046,ENSG00000259410.5_1_OR_1,TRUE,orphan_junc^5,TRUE,Orphan,chr15:67840046-67846286,FALSE,FALSE,TRUE,0.001,0.209,0.181,0.994,0.002,cassette,0.181
328,ENSG00000259410.5_1,ENSG00000259410.5,ENSG00000259410,chr15,+,ENSG00000259410.5:s:na-67840046,ENSG00000259410.5_1_OR_5,TRUE,orphan_junc^5,TRUE,Orphan,chr15:67840046-67867005,FALSE,FALSE,TRUE,0.02,0.198,0.173,0.987,0.003,cassette,0.173
329,ENSG00000262246.6_2,ENSG00000262246.6,CORO7,chr16,-,ENSG00000262246.6:s:4387765-4388068,ENSG00000262246.6_2_pALE_1,FALSE,putative_ale^1,TRUE,Proximal,chr16:4367442-4387986,FALSE,TRUE,TRUE,0.019,0.347,0.323,1,0,AFE/ALE,0.323
330,ENSG00000264538.7_6,ENSG00000264538.7,SUZ12P1,chr17,+,ENSG00000264538.7:t:30790638-30790908,ENSG00000264538.7_6_pAFE_1,TRUE,putative_alt3^1|ir^4|ale^2|putative_afe^2|multi_exon_spanning^1,TRUE,Proximal,chr17:30786537-30790638,FALSE,FALSE,FALSE,0.021,0.146,0.112,0.922,0.031,AFE/ALE,0.112
331,ENSG00000267058.1_1,ENSG00000267058.1,ENSG00000267058,chr19,-,ENSG00000267058.1:s:43901037-43901805,ENSG00000267058.1_1_A5_2,TRUE,alt5^3,TRUE,Distal,chr19:43900954-43901593,FALSE,FALSE,TRUE,0.047,0.219,0.167,0.962,0.008,AFE/ALE,0.167
332,ENSG00000273154.3_1,ENSG00000273154.3,ENSG00000273154,chr20,+,ENSG00000273154.3:s:63708864-63709164,ENSG00000273154.3_1_CE_1,FALSE,cassette^1,TRUE,C1_A,chr20:63709164-63732003,FALSE,TRUE,TRUE,0.005,0.433,0.414,1,0,cassette,0.414
333,ENSG00000277406.2_1,ENSG00000277406.2,SEC22B4P,chr1,-,ENSG00000277406.2:s:146401285-146401647,ENSG00000277406.2_1_A3A5_1,TRUE,alt5^2|alt3_5^2|afe^8|putative_afe^5|other^1,TRUE,E1_E2_J1,chr1:146376941-146401478,FALSE,FALSE,TRUE,0.002,0.165,0.145,0.981,0.007,cassette,0.145
334,ENSG00000277406.2_1,ENSG00000277406.2,SEC22B4P,chr1,-,ENSG00000277406.2:s:146401285-146401647,ENSG00000277406.2_1_A3A5_2,TRUE,alt5^2|alt3_5^2|afe^8|putative_afe^5|other^1,TRUE,E1_E2_J2,chr1:146376938-146401285,FALSE,FALSE,FALSE,0.002,0.136,0.114,0.94,0.028,cassette,0.114
335,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8200738-8202346,ENSG00000278996.1_1_MES_20,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.048,0.295,0.248,1,0,cassette,0.248
336,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8209717-8209780,ENSG00000278996.1_1_MES_53,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,FALSE,0,0.125,0.101,0.928,0.037,cassette,0.101
337,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8210050-8210181,ENSG00000278996.1_1_MES_57,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.161,0.134,0.983,0.007,cassette,0.134
338,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8210822-8210891,ENSG00000278996.1_1_MES_78,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,TRUE,TRUE,0.004,0.676,0.667,1,0,cassette,0.667
339,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8212959-8213181,ENSG00000278996.1_1_MES_228,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.174,0.149,0.976,0.008,cassette,0.149
340,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8214622-8214635,ENSG00000278996.1_1_MES_288,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.004,0.166,0.144,0.975,0.009,cassette,0.144
341,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8215393-8215422,ENSG00000278996.1_1_MES_344,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.006,0.336,0.317,1,0,cassette,0.317
342,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8215635-8215693,ENSG00000278996.1_1_MES_380,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0,0.462,0.464,1,0,cassette,0.464
343,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8216852-8216883,ENSG00000278996.1_1_A3A5_36,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,E1_E2_J1,chr21:8216866-8216890,FALSE,FALSE,TRUE,0.03,0.207,0.184,1,0,cassette,0.184
344,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:8217556-8217615,ENSG00000278996.1_1_MES_427,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.196,0.173,0.981,0.005,cassette,0.173
345,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:na-8205874,ENSG00000278996.1_1_ale_123,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8205874-8210765,FALSE,FALSE,TRUE,0.001,0.204,0.178,0.989,0.003,AFE/ALE,0.178
346,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:na-8207273,ENSG00000278996.1_1_mxe_341,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,C1_A1,chr21:8207273-8210077,FALSE,FALSE,TRUE,0.015,0.255,0.23,1,0,cassette,0.23
347,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:na-8207824,ENSG00000278996.1_1_ale_100,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8207824-8217498,FALSE,FALSE,FALSE,0,0.157,0.13,0.94,0.024,AFE/ALE,0.13
348,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:na-8208602,ENSG00000278996.1_1_ale_103,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Proximal,chr21:8208602-8209700,FALSE,FALSE,TRUE,0.003,0.324,0.301,1,0,AFE/ALE,0.301
349,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:na-8208602,ENSG00000278996.1_1_ale_105,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8208602-8217225,FALSE,FALSE,TRUE,0.003,0.304,0.283,1,0,AFE/ALE,0.283
350,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:na-8209072,ENSG00000278996.1_1_mxe_349,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,C1_A1,chr21:8209072-8209717,FALSE,FALSE,TRUE,0.003,0.24,0.207,0.977,0.004,cassette,0.207
351,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:s:na-8209072,ENSG00000278996.1_1_ale_200,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8209072-8213914,FALSE,FALSE,TRUE,0.003,0.201,0.173,0.967,0.008,AFE/ALE,0.173
352,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8209693-8209706,ENSG00000278996.1_1_pAFE_1153,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Proximal,chr21:8208602-8209700,FALSE,FALSE,TRUE,0.001,0.15,0.126,0.956,0.018,AFE/ALE,0.126
353,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8209709-8209715,ENSG00000278996.1_1_MES_18,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,A_C2,chr21:8200509-8209711,FALSE,FALSE,FALSE,0.011,0.147,0.124,0.933,0.027,cassette,0.124
354,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8210050-8210181,ENSG00000278996.1_1_afe_44,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Proximal,chr21:8201159-8210087,FALSE,FALSE,TRUE,0.039,0.201,0.158,0.955,0.014,AFE/ALE,0.158
355,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8210050-8210181,ENSG00000278996.1_1_afe_51,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Proximal,chr21:8207273-8210077,FALSE,FALSE,TRUE,0.019,0.206,0.185,1,0,AFE/ALE,0.185
356,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8210490-8210673,ENSG00000278996.1_1_afe_158,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8210179-8210507,FALSE,FALSE,TRUE,0.002,0.432,0.419,1,0,AFE/ALE,0.419
357,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8210897-8210978,ENSG00000278996.1_1_MES_64,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,FALSE,0.021,0.152,0.121,0.915,0.031,cassette,0.121
358,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8212592-8212637,ENSG00000278996.1_1_A3A5_11,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,E2_E1_J1,chr21:8212096-8212631,FALSE,FALSE,TRUE,0,0.165,0.15,0.961,0.013,cassette,0.15
359,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8213887-8213893,ENSG00000278996.1_1_afe_387,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8203982-8213889,FALSE,FALSE,FALSE,0.029,0.169,0.149,0.908,0.021,AFE/ALE,0.149
360,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8214600-8214602,ENSG00000278996.1_1_MES_28,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0.01,0.183,0.148,0.972,0.008,cassette,0.148
361,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8214622-8214635,ENSG00000278996.1_1_afe_1004,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8206954-8214622,FALSE,FALSE,TRUE,0,0.186,0.162,0.998,0.001,AFE/ALE,0.162
362,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8214776-8214790,ENSG00000278996.1_1_CE_31,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,C2_A,chr21:8212691-8214792,FALSE,FALSE,TRUE,0.005,0.46,0.441,1,0,cassette,0.441
363,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8214776-8214790,ENSG00000278996.1_1_mxe_33,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,C2_A2,chr21:8210891-8214782,FALSE,FALSE,TRUE,0,0.502,0.515,1,0,cassette,0.515
364,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8214792-8214792,ENSG00000278996.1_1_MES_204,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0.005,0.46,0.441,1,0,cassette,0.441
365,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8215276-8215303,ENSG00000278996.1_1_afe_74,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Proximal,chr21:8205813-8215276,FALSE,FALSE,TRUE,0.003,0.422,0.383,1,0,AFE/ALE,0.383
366,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8215304-8215374,ENSG00000278996.1_1_MES_99,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,FALSE,0.012,0.14,0.115,0.91,0.04,cassette,0.115
367,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8215776-8215833,ENSG00000278996.1_1_mxe_618,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,C2_A1,chr21:8215422-8215776,FALSE,FALSE,FALSE,0.002,0.124,0.106,0.908,0.046,cassette,0.106
368,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8216327-8216530,ENSG00000278996.1_1_MES_172,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0,0.258,0.228,1,0,cassette,0.228
369,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8216327-8216530,ENSG00000278996.1_1_MES_173,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0,0.223,0.206,1,0,cassette,0.206
370,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8216728-8216788,ENSG00000278996.1_1_CE_62,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,C2_A,chr21:8214635-8216728,FALSE,FALSE,TRUE,0.021,0.417,0.383,1,0,cassette,0.383
371,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8217023-8217065,ENSG00000278996.1_1_MES_281,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0,0.249,0.223,1,0,cassette,0.223
372,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8217405-8217483,ENSG00000278996.1_1_MES_214,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,FALSE,0.04,0.156,0.119,0.912,0.032,cassette,0.119
373,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8217826-8217838,ENSG00000278996.1_1_A3A5_25,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,E2_E1_J2,chr21:8212782-8217828,FALSE,FALSE,TRUE,0,0.22,0.193,1,0,cassette,0.193
374,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8218052-8218102,ENSG00000278996.1_1_afe_1604,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,TRUE,Distal,chr21:8207273-8218060,FALSE,FALSE,TRUE,0.001,0.428,0.421,1,0,AFE/ALE,0.421
375,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8223185-8224185,ENSG00000278996.1_1_MES_381,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0.029,0.255,0.227,1,0,cassette,0.227
376,ENSG00000278996.1_1,ENSG00000278996.1,ENSG00000278996,chr21,+,ENSG00000278996.1:t:8226564-8227646,ENSG00000278996.1_1_MES_187,TRUE,cassette^127|alt3^84|alt5^33|alt3_5^42|mxe^826|ale^2832|afe^1729|putative_ale^46|putative_afe^2359|orphan_junc^1|multi_exon_spanning^443|other^1,,A_C2,chr21:,FALSE,FALSE,TRUE,0.001,0.141,0.117,0.993,0.003,cassette,0.117
377,ENSG00000280071.4_3,ENSG00000280071.4,ENSG00000280071,chr21,-,ENSG00000280071.4:t:5118691-5118847,ENSG00000280071.4_3_MES_1,TRUE,cassette^1|ir^4|ale^2|afe^2|multi_exon_spanning^1,TRUE,A_C2,chr21:5118848-5120633,FALSE,FALSE,TRUE,0.002,0.245,0.221,1,0,cassette,0.221
378,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8392848-8392860,ENSG00000280441.3_1_MES_181,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.216,0.191,0.999,0,cassette,0.191
379,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8393920-8393926,ENSG00000280441.3_1_MES_295,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.003,0.22,0.193,1,0,cassette,0.193
380,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8397227-8397280,ENSG00000280441.3_1_MES_578,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.015,0.162,0.135,0.993,0.003,cassette,0.135
381,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8398023-8398092,ENSG00000280441.3_1_MES_737,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.296,0.284,1,0,cassette,0.284
382,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8398694-8398727,ENSG00000280441.3_1_MES_873,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.006,0.223,0.204,1,0,cassette,0.204
383,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8398878-8398888,ENSG00000280441.3_1_MES_898,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,TRUE,TRUE,0.019,0.204,0.181,1,0,cassette,0.181
384,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8398948-8399004,ENSG00000280441.3_1_MES_926,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,FALSE,0.012,0.141,0.107,0.911,0.044,cassette,0.107
385,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8399341-8399348,ENSG00000280441.3_1_MES_1001,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.004,0.139,0.109,1,0,cassette,0.109
386,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8399725-8399751,ENSG00000280441.3_1_MES_1057,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.011,0.214,0.184,0.985,0.004,cassette,0.184
387,ENSG00000280441.3_1,ENSG00000280441.3,ENSG00000280441,chr21,+,ENSG00000280441.3:s:8400139-8400176,ENSG00000280441.3_1_MES_1141,TRUE,cassette^474|alt3^206|alt5^127|alt3_5^154|mxe^2766|ale^13844|afe^16713|putative_ale^517|putative_afe^4425|multi_exon_spanning^2556|other^1,,C1_A,chr21:,FALSE,FALSE,TRUE,0.001,0.146,0.127,0.974,0.011,cassette,0.127
